,Date,Open,High,Low,Close,Volume,Week,Quarter,Month Name,Day Name,Day,Month
173,2022-04-25,271.312,279.077,268.811,278.69,35938858.007188,17,2,April,Monday,25,4
172,2022-04-26,275.493,276.346,268.047,268.265,46857443.439329,17,2,April,Tuesday,26,4
171,2022-04-27,280.059,288.865,277.14,281.171,63940281.242505,17,2,April,Wednesday,27,4
170,2022-04-28,283.121,288.875,279.42,287.535,33891765.958695,17,2,April,Thursday,28,4
169,2022-04-29,286.522,287.782,274.5,275.513,37344095.445291,17,2,April,Friday,29,4
168,2022-05-02,275.701,282.879,274.221,282.412,35407265.104571,18,2,May,Monday,2,5
167,2022-05-03,281.906,282.075,278.123,279.742,26167921.443207,18,2,May,Tuesday,3,5
166,2022-05-04,280.545,288.775,274.728,287.882,33844171.629123,18,2,May,Wednesday,4,5
165,2022-05-05,283.475,284.279,272.355,275.344,43575641.665549,18,2,May,Thursday,5,5
164,2022-05-06,272.816,277.23,269.308,272.742,38055642.256198,18,2,May,Friday,6,5
163,2022-05-09,268.105,270.389,261.415,262.666,48073750.023849,19,2,May,Monday,9,5
162,2022-05-10,269.725,271.77,263.152,267.55,39623084.191346,19,2,May,Tuesday,10,5
161,2022-05-11,263.759,269.397,257.424,258.665,49332804.878266,19,2,May,Wednesday,11,5
160,2022-05-12,255.825,258.0,248.211,253.503,51405705.64448,19,2,May,Thursday,12,5
159,2022-05-13,255.488,261.137,253.503,259.23,35179606.065096,19,2,May,Friday,13,5
158,2022-05-16,258.075,263.896,253.929,259.607,32788144.615429,20,2,May,Monday,16,5
157,2022-05-17,264.185,266.388,260.561,264.889,29038885.94226,20,2,May,Tuesday,17,5
156,2022-05-18,261.705,262.303,251.526,252.829,31511096.817166,20,2,May,Wednesday,18,5
155,2022-05-19,252.65,256.401,250.64,251.894,32854008.232256,20,2,May,Thursday,19,5
154,2022-05-20,255.974,257.267,245.227,251.317,39393190.031572,20,2,May,Friday,20,5
153,2022-05-23,254.233,260.213,252.182,259.367,33339490.997179,21,2,May,Monday,23,5
152,2022-05-24,256.621,260.043,252.252,258.342,29187578.412622,21,2,May,Tuesday,24,5
151,2022-05-25,256.869,263.278,255.859,261.228,28689168.012051,21,2,May,Wednesday,25,5
150,2022-05-26,260.979,265.795,260.143,264.591,25125785.437388,21,2,May,Thursday,26,5
149,2022-05-27,267.158,271.994,266.243,271.895,27043928.401356,21,2,May,Friday,27,5
148,2022-05-31,271.189,273.417,267.606,270.532,38014821.078504,22,2,May,Tuesday,31,5
147,2022-06-01,273.84,276.323,268.711,271.079,25417289.351,22,2,June,Wednesday,1,6
146,2022-06-02,263.148,273.298,260.312,273.228,44225908.851184,22,2,June,Thursday,2,6
145,2022-06-03,268.979,272.104,267.088,268.691,28197760.080789,22,2,June,Friday,3,6
144,2022-06-06,270.721,272.83,265.905,267.427,22511152.033644,23,2,June,Monday,6,6
143,2022-06-07,265.322,271.785,264.631,271.159,22973764.21927,23,2,June,Tuesday,7,6
142,2022-06-08,270.372,271.656,268.283,269.079,17458278.513395,23,2,June,Wednesday,8,6
141,2022-06-09,266.462,271.365,263.327,263.486,26570520.072246,23,2,June,Thursday,9,6
140,2022-06-10,259.297,259.297,251.287,251.745,31601397.316915,23,2,June,Friday,10,6
139,2022-06-13,243.904,247.799,240.341,241.068,46364012.561055,24,2,June,Monday,13,6
138,2022-06-14,242.659,244.53,240.321,243.286,28793220.203824,24,2,June,Tuesday,14,6
137,2022-06-15,247.088,254.043,245.207,250.521,33275526.133297,24,2,June,Wednesday,15,6
136,2022-06-16,244.769,246.199,241.823,243.764,33333241.233024,24,2,June,Thursday,16,6
135,2022-06-17,243.496,249.267,242.829,246.431,43297911.831707,24,2,June,Friday,17,6
134,2022-06-21,249.023,253.496,248.282,252.491,30076346.328776,25,2,June,Tuesday,21,6
133,2022-06-22,250.65,255.904,249.138,251.884,26089639.963672,25,2,June,Wednesday,22,6
132,2022-06-23,254.312,258.094,252.382,257.586,25989380.441125,25,2,June,Thursday,23,6
131,2022-06-24,260.519,266.661,260.432,266.382,34091042.472182,25,2,June,Friday,24,6
130,2022-06-27,266.885,266.98,261.984,263.586,24736880.069932,26,2,June,Monday,27,6
129,2022-06-28,262.681,265.596,255.058,255.218,27515691.632552,26,2,June,Tuesday,28,6
128,2022-06-29,256.322,260.68,254.501,258.979,20169120.499131,26,2,June,Wednesday,29,6
127,2022-06-30,255.785,258.252,251.655,255.566,31887834.288756,26,2,June,Thursday,30,6
126,2022-07-01,255.128,258.492,253.357,258.302,22950665.51705,26,3,July,Friday,1,7
125,2022-07-05,254.899,261.686,253.486,261.556,23085270.101466,27,3,July,Tuesday,5,7
124,2022-07-06,262.451,266.67,261.108,264.899,23942273.659135,27,3,July,Wednesday,6,7
123,2022-07-07,263.815,267.73,263.716,267.078,20963063.645039,27,3,July,Thursday,7,7
122,2022-07-08,263.486,266.78,261.989,266.342,19755998.928612,27,3,July,Friday,8,7
121,2022-07-11,264.342,265.218,260.89,263.208,19615665.142483,28,3,July,Monday,11,7
120,2022-07-12,264.571,264.631,250.799,252.422,36045884.083427,28,3,July,Tuesday,12,7
119,2022-07-13,248.958,252.302,246.888,251.476,29643340.880853,28,3,July,Wednesday,13,7
118,2022-07-14,249.336,253.882,244.729,252.829,25227001.669289,28,3,July,Thursday,14,7
117,2022-07-15,254.461,259.088,253.519,255.456,29921336.299566,28,3,July,Friday,15,7
116,2022-07-18,258.472,259.557,252.053,252.998,21078793.31864,29,3,July,Monday,18,7
115,2022-07-19,256.307,258.442,252.432,258.252,25136294.166086,29,3,July,Tuesday,19,7
114,2022-07-20,258.62,263.566,257.636,260.979,22901011.095614,29,3,July,Wednesday,20,7
113,2022-07-21,258.511,263.586,255.765,263.536,22515506.468132,29,3,July,Thursday,21,7
112,2022-07-22,263.934,264.024,257.794,259.079,21989532.386704,29,3,July,Friday,22,7
111,2022-07-25,259.71,260.213,255.546,257.556,21160157.831433,30,3,July,Monday,25,7
110,2022-07-26,258.581,258.601,248.341,250.66,39542603.512047,30,3,July,Tuesday,26,7
109,2022-07-27,259.875,268.721,257.576,267.417,46221572.406432,30,3,July,Wednesday,27,7
108,2022-07-28,268.423,276.472,266.552,275.05,33624843.631423,30,3,July,Thursday,28,7
107,2022-07-29,276.333,280.612,275.268,279.358,32311805.264939,30,3,July,Friday,29,7
106,2022-08-01,276.453,279.895,274.482,276.641,21646132.015343,31,3,August,Monday,1,8
105,2022-08-02,274.641,276.522,271.039,273.467,22866744.419594,31,3,August,Tuesday,2,8
104,2022-08-03,275.398,282.105,275.248,281.08,23635217.188832,31,3,August,Wednesday,3,8
103,2022-08-04,280.413,282.403,278.788,282.254,18188198.508506,31,3,August,Thursday,4,8
102,2022-08-05,277.776,282.254,277.308,281.518,16857586.637314,31,3,August,Friday,5,8
101,2022-08-08,282.651,284.512,277.945,278.94,18850609.192369,32,3,August,Monday,8,8
100,2022-08-09,278.264,281.686,276.243,280.91,23521019.054156,32,3,August,Tuesday,9,8
99,2022-08-10,286.752,288.383,285.527,287.737,24809970.855714,32,3,August,Wednesday,10,8
98,2022-08-11,289.418,289.776,285.1,285.607,20165200.20166,32,3,August,Thursday,11,8
97,2022-08-12,287.06,290.473,285.527,290.473,22731570.030341,32,3,August,Friday,12,8
96,2022-08-15,289.568,292.732,288.682,292.025,18175120.130838,33,3,August,Monday,15,8
95,2022-08-16,290.553,292.592,288.991,291.269,18192433.354325,33,3,August,Tuesday,16,8
94,2022-08-17,288.926,292.526,288.657,290.501,18304799.350667,33,3,August,Wednesday,17,8
93,2022-08-18,289.373,291.09,288.268,289.355,17234625.878813,33,3,August,Thursday,18,8
92,2022-08-19,288.088,288.437,284.758,285.346,20628003.170792,33,3,August,Friday,19,8
91,2022-08-22,281.287,281.666,276.441,276.969,25131696.746595,34,3,August,Monday,22,8
90,2022-08-23,275.663,278.076,274.626,275.663,17576804.491649,34,3,August,Tuesday,23,8
89,2022-08-24,274.636,276.451,274.337,275.015,18188132.485773,34,3,August,Wednesday,24,8
88,2022-08-25,276.551,278.236,273.749,278.066,16630142.118806,34,3,August,Thursday,25,8
87,2022-08-26,278.296,279.552,267.227,267.337,27626946.060277,34,3,August,Friday,26,8
86,2022-08-29,265.103,266.649,263.109,264.485,20395861.791826,35,3,August,Monday,29,8
85,2022-08-30,265.921,266.3,259.927,262.231,22831232.831646,35,3,August,Tuesday,30,8
84,2022-08-31,264.644,266.359,260.596,260.735,24861701.989576,35,3,August,Wednesday,31,8
83,2022-09-01,258.143,260.157,254.692,259.668,23328991.666251,35,3,September,Thursday,1,9
82,2022-09-02,260.96,263.996,253.755,255.34,22919790.702799,35,3,September,Friday,2,9
81,2022-09-06,255.48,257.105,251.232,252.538,21388348.944478,36,3,September,Tuesday,6,9
80,2022-09-07,253.984,258.103,252.508,257.365,24194693.518516,36,3,September,Wednesday,7,9
79,2022-09-08,256.786,259.698,254.074,257.793,20377176.280573,36,3,September,Thursday,8,9
78,2022-09-09,259.768,264.485,259.559,263.717,22155452.709916,36,3,September,Friday,9,9
77,2022-09-12,265.033,266.698,264.415,265.901,18800524.469991,37,3,September,Monday,12,9
76,2022-09-13,258.113,259.668,250.883,251.282,33447313.8405,37,3,September,Tuesday,13,9
75,2022-09-14,252.818,253.516,249.158,251.511,23980345.142616,37,3,September,Wednesday,14,9
74,2022-09-15,249.068,250.693,243.334,244.69,31619808.063608,37,3,September,Thursday,15,9
73,2022-09-16,243.574,244.611,241.382,244.052,39903908.587576,37,3,September,Friday,16,9
72,2022-09-19,241.784,244.451,240.173,243.833,26902534.270636,38,3,September,Monday,19,9
71,2022-09-20,241.385,242.826,238.967,241.769,26735432.670733,38,3,September,Tuesday,20,9
70,2022-09-21,243.584,246.964,238.229,238.278,28706229.132529,38,3,September,Wednesday,21,9
69,2022-09-22,237.202,243.175,236.902,240.303,31148698.119468,38,3,September,Thursday,22,9
68,2022-09-23,238.867,240.452,234.539,237.251,34272362.446339,38,3,September,Friday,23,9
67,2022-09-26,236.379,240.771,236.234,236.783,27772237.367462,39,3,September,Monday,26,9
66,2022-09-27,239.306,241.12,233.841,235.746,27094875.801453,39,3,September,Tuesday,27,9
65,2022-09-28,236.145,241.649,234.07,240.393,29111490.02333,39,3,September,Wednesday,28,9
64,2022-09-29,238.189,239.276,233.751,236.833,27561688.669668,39,3,September,Thursday,29,9
63,2022-09-30,237.62,239.864,232.076,232.245,35795426.661537,39,3,September,Friday,30,9
62,2022-10-03,234.748,240.931,234.001,240.063,28961747.20622,40,4,October,Monday,3,10
61,2022-10-04,244.401,249.656,244.287,248.181,34986738.031578,40,4,October,Tuesday,4,10
60,2022-10-05,245.299,249.876,243.414,248.5,20404478.005676,40,4,October,Wednesday,5,10
59,2022-10-06,247.233,249.636,245.388,246.096,20296925.755271,40,4,October,Thursday,6,10
58,2022-10-07,240.225,240.642,232.515,233.582,37876043.748474,40,4,October,Friday,7,10
57,2022-10-10,232.395,233.9,226.093,228.606,29827431.007758,41,4,October,Monday,10,10
56,2022-10-11,226.98,228.416,223.48,224.777,30559835.258338,41,4,October,Tuesday,11,10
55,2022-10-12,224.767,227.22,223.331,225.116,21965666.359837,41,4,October,Wednesday,12,10
54,2022-10-13,219.232,235.436,218.514,233.582,42671736.920741,41,4,October,Thursday,13,10
53,2022-10-14,234.878,236.573,227.698,227.918,30283693.225842,41,4,October,Friday,14,10
52,2022-10-17,235.157,238.288,234.474,236.862,28221578.134429,42,4,October,Monday,17,10
51,2022-10-18,242.556,243.244,234.709,237.83,26403792.67421,42,4,October,Tuesday,18,10
50,2022-10-19,236.374,238.937,233.632,235.815,20042021.40631,42,4,October,Wednesday,19,10
49,2022-10-20,235.107,240.632,234.21,235.486,21872482.488394,42,4,October,Thursday,20,10
48,2022-10-21,234.08,242.317,233.841,241.44,26373850.528824,42,4,October,Friday,21,10
47,2022-10-24,243.075,247.144,240.617,246.555,24981416.418937,43,4,October,Monday,24,10
46,2022-10-25,246.565,250.335,245.139,249.956,34873508.827424,43,4,October,Tuesday,25,10
45,2022-10-26,230.52,237.63,229.413,230.67,82917867.242335,43,4,October,Wednesday,26,10
44,2022-10-27,230.391,233.033,225.145,226.113,40538569.152424,43,4,October,Thursday,27,10
43,2022-10-28,225.604,235.935,225.415,235.207,40762276.83045,43,4,October,Friday,28,10
42,2022-10-31,233.103,234.26,230.5,231.478,28437181.035878,44,4,October,Monday,31,10
41,2022-11-01,233.941,235.078,226.686,227.529,30678485.697603,44,4,November,Tuesday,1,11
40,2022-11-02,228.815,230.65,219.422,219.481,38515246.076885,44,4,November,Wednesday,2,11
39,2022-11-03,219.471,219.791,213.379,213.648,36737163.191452,44,4,November,Thursday,3,11
38,2022-11-04,216.939,220.967,212.831,220.768,36892741.407584,44,4,November,Friday,4,11
37,2022-11-07,221.366,227.768,220.658,227.23,33592382.522047,45,4,November,Monday,7,11
36,2022-11-08,228.057,230.999,225.205,228.227,28271999.832801,45,4,November,Tuesday,8,11
35,2022-11-09,226.731,227.99,223.7,223.879,27931404.66988,45,4,November,Wednesday,9,11
34,2022-11-10,234.768,242.646,234.34,242.297,46398412.870523,45,4,November,Thursday,10,11
33,2022-11-11,242.307,247.293,241.25,246.416,34717812.278746,45,4,November,Friday,11,11
32,2022-11-14,241.305,243.225,238.538,240.871,31211051.348612,46,4,November,Monday,14,11
31,2022-11-15,244.97,246.306,239.355,241.29,31478580.175712,46,4,November,Tuesday,15,11
30,2022-11-16,242.79,243.8,240.42,241.73,24093272.0,46,4,November,Wednesday,16,11
29,2022-11-17,237.78,243.25,237.63,241.68,23123544.0,46,4,November,Thursday,17,11
28,2022-11-18,243.51,243.74,239.03,241.22,27613523.0,46,4,November,Friday,18,11
27,2022-11-21,241.43,244.67,241.19,242.05,26394700.0,47,4,November,Monday,21,11
26,2022-11-22,243.59,245.31,240.71,245.03,19665699.0,47,4,November,Tuesday,22,11
25,2022-11-23,245.105,248.28,244.27,247.58,19508462.0,47,4,November,Wednesday,23,11
24,2022-11-25,247.31,248.7,246.73,247.49,9200772.0,47,4,November,Friday,25,11
23,2022-11-28,246.08,246.65,240.8,241.76,24810271.0,48,4,November,Monday,28,11
22,2022-11-29,241.4,242.79,238.21,240.33,17956313.0,48,4,November,Tuesday,29,11
21,2022-11-30,240.57,255.33,239.86,255.14,47594239.0,48,4,November,Wednesday,30,11
20,2022-12-01,253.87,256.12,250.9156,254.69,26041524.0,48,4,December,Thursday,1,12
19,2022-12-02,249.82,256.06,249.69,255.02,21528520.0,48,4,December,Friday,2,12
18,2022-12-05,252.01,253.819,248.06,250.2,23435294.0,49,4,December,Monday,5,12
17,2022-12-06,250.82,251.86,243.78,245.12,22463727.0,49,4,December,Tuesday,6,12
16,2022-12-07,244.83,246.16,242.205,244.37,20481522.0,49,4,December,Wednesday,7,12
15,2022-12-08,244.84,248.74,243.06,247.4,22611757.0,49,4,December,Thursday,8,12
14,2022-12-09,244.695,248.31,244.16,245.42,20609743.0,49,4,December,Friday,9,12
13,2022-12-12,247.445,252.54,247.17,252.51,30665069.0,50,4,December,Monday,12,12
12,2022-12-13,261.69,263.915,253.07,256.92,42196884.0,50,4,December,Tuesday,13,12
11,2022-12-14,257.13,262.588,254.31,257.22,35410933.0,50,4,December,Wednesday,14,12
10,2022-12-15,253.72,254.2,247.34,249.01,35568093.0,50,4,December,Thursday,15,12
9,2022-12-16,248.55,249.84,243.51,244.69,86101994.0,50,4,December,Friday,16,12
8,2022-12-19,244.86,245.21,238.71,240.45,29696436.0,51,4,December,Monday,19,12
7,2022-12-20,239.4,242.91,238.42,241.8,25150802.0,51,4,December,Tuesday,20,12
6,2022-12-21,241.69,245.615,240.11,244.43,23690607.0,51,4,December,Wednesday,21,12
5,2022-12-22,241.255,241.99,233.87,238.19,28651664.0,51,4,December,Thursday,22,12
4,2022-12-23,236.11,238.87,233.9428,238.73,21206982.0,51,4,December,Friday,23,12
3,2022-12-27,238.7,238.93,235.83,236.96,16688648.0,52,4,December,Tuesday,27,12
2,2022-12-28,236.89,239.72,234.17,234.53,17457104.0,52,4,December,Wednesday,28,12
1,2022-12-29,235.65,241.92,235.65,241.01,19770693.0,52,4,December,Thursday,29,12
0,2022-12-30,238.21,239.96,236.66,239.82,21938472.0,52,4,December,Friday,30,12
